news;internet;politics;lrscale;obedience;health;religious;relattend;livewomarr;divorced;edu3;edu6;zamieszkanie3;rozwod_balanced
20;5;4;5;2;1;6;3;2;2;1;2;3;2
9999;5;4;5;2;1;4;5;1;2;1;2;3;2
40;3;3;5;3;2;99;5;2;2;1;2;3;2
60;5;3;5;4;2;7;4;2;2;1;2;3;2
9999;5;4;99;1;3;9;7;6;2;1;2;3;2
60;5;2;10;2;2;9;3;2;2;1;2;3;2
150;3;3;4;3;3;2;5;2;2;1;2;3;2
30;1;4;5;3;3;3;5;2;2;1;2;3;2
30;2;4;10;2;3;10;3;2;2;1;2;3;2
120;5;1;10;2;3;10;2;2;2;1;2;3;2
60;4;4;7;2;1;8;5;2;2;1;2;3;2
10;2;3;10;4;1;8;3;2;2;1;2;3;2
60;5;2;7;2;4;1;6;1;2;1;2;3;2
120;1;3;5;1;2;5;3;2;2;1;2;3;2
30;2;3;6;3;3;10;3;2;2;1;2;3;2
40;1;3;5;2;3;10;4;2;2;1;2;3;2
10;5;3;5;2;2;8;3;2;2;1;2;3;2
130;1;3;5;2;3;7;4;2;2;1;2;3;2
90;1;4;5;2;3;10;3;2;2;1;1;2;2
180;1;4;5;3;3;5;5;1;2;1;2;2;2
120;1;2;10;2;3;8;3;2;2;1;2;2;2
90;3;3;6;2;3;5;3;2;2;2;3;2;2
60;5;3;10;3;2;6;4;1;2;2;3;2;2
180;5;2;5;1;1;0;5;6;2;2;3;2;2
30;5;4;5;2;3;7;7;2;2;2;3;2;2
119;4;2;7;2;3;2;5;2;2;2;3;2;2
30;5;2;2;2;3;6;5;2;2;2;3;2;2
180;4;3;7;4;3;8;3;2;2;2;3;2;2
59;5;4;3;3;3;2;7;2;2;2;3;2;2
9999;9;9;5;1;2;4;5;2;2;2;4;2;2
40;5;4;5;2;2;0;5;1;2;2;4;2;2
120;9;2;2;2;3;8;3;2;2;2;4;2;2
10;2;3;3;4;2;4;5;6;2;3;5;2;2
60;5;2;8;2;1;9;2;2;2;3;5;2;2
120;1;2;0;2;2;4;5;2;2;3;5;2;2
10;5;4;2;4;3;1;7;1;2;3;6;2;2
40;5;2;5;4;2;5;6;2;2;3;6;2;2
5;5;3;6;1;2;8;3;9;2;3;6;2;2
60;5;3;9;2;3;8;3;2;2;3;6;2;2
120;5;2;5;2;2;3;4;2;2;1;1;2;2
9999;5;4;7;2;1;2;6;2;2;1;1;2;2
180;5;1;9;2;2;8;3;2;2;1;1;2;2
60;5;2;10;1;2;7;5;2;2;1;1;2;2
9999;5;2;5;4;3;3;5;2;2;1;1;2;2
180;1;4;99;3;4;8;1;2;2;1;1;2;2
20;5;3;0;4;2;3;7;2;2;1;1;2;2
10;5;4;10;5;2;0;6;2;2;1;1;2;2
20;5;3;7;3;4;6;4;2;2;1;1;2;2
20;5;3;2;2;3;4;5;2;2;1;1;2;2
15;5;3;5;2;2;99;4;2;2;1;1;2;2
5;5;2;5;4;1;9;6;2;2;1;1;2;2
30;2;3;5;4;4;5;5;2;2;1;1;2;2
9999;5;4;2;3;2;1;6;2;2;1;1;2;2
132;1;2;8;4;5;2;7;1;2;1;1;2;2
120;1;2;6;2;4;6;5;1;2;1;1;2;2
120;1;3;8;2;2;8;3;2;2;1;1;2;2
30;5;3;5;3;1;6;3;2;2;1;1;2;2
240;1;3;5;2;2;10;2;2;2;1;1;2;2
20;5;3;0;4;2;0;7;2;2;1;1;2;2
10;5;3;5;3;2;4;6;2;2;1;1;2;2
60;1;2;5;3;3;8;3;2;2;1;1;2;2
20;5;3;5;4;3;5;5;1;2;1;2;2;2
75;5;2;4;2;2;4;4;6;2;1;2;2;2
60;5;4;5;1;5;2;5;1;2;1;2;2;2
60;3;3;10;2;2;7;3;2;2;1;2;2;2
10;5;3;3;3;2;5;5;2;2;1;1;1;2
150;1;2;10;1;3;10;2;2;2;1;2;1;2
60;5;3;99;3;4;4;5;2;2;2;3;1;2
20;5;3;5;3;2;5;3;2;2;2;3;1;2
59;5;3;8;3;3;5;5;6;2;2;4;1;2
110;2;3;3;5;1;7;2;2;2;2;4;1;2
90;5;3;10;2;2;6;4;2;2;2;4;1;2
9999;2;3;99;4;2;4;3;2;2;3;5;1;2
9999;2;4;10;2;3;10;2;2;2;3;5;1;2
15;5;3;99;3;3;99;99;2;2;3;5;1;2
240;5;2;10;1;1;8;4;2;2;3;5;1;2
90;5;2;9;2;1;7;3;1;2;3;6;1;2
240;5;2;5;2;1;1;6;2;2;3;6;1;2
60;5;2;9;2;2;7;4;1;2;3;6;1;2
180;5;2;7;4;3;7;3;1;2;3;6;1;2
60;5;2;99;2;3;99;99;9;2;3;6;1;2
60;5;2;0;1;4;0;7;1;2;3;6;1;2
70;5;2;5;2;2;2;7;6;2; ; ;1;2
20;5;4;99;9;3;5;5;6;2;1;1;1;2
9999;9;9;4;2;2;5;7;1;2;1;1;1;2
240;5;3;99;3;2;4;5;1;2;1;1;1;2
5;5;3;5;2;3;5;5;1;2;1;1;1;2
5;5;4;5;3;1;0;6;1;2;1;1;1;2
30;5;3;5;4;3;0;7;2;2;1;1;1;2
20;5;4;5;2;2;5;5;2;2;1;2;1;2
60;1;3;0;2;4;2;7;2;2;1;2;1;2
60;3;2;5;3;2;2;5;9;2; ; ; ;2
60;5;3;5;4;1;2;7;2;2;1;1; ;2
